split,sequence,frame,method,psnr,ssim,sharpness
calibration,000,00000040,RGB-HF-b0.10-s0.5,27.009498113466872,0.7757320205370585,0.0015306787099689245
calibration,000,00000060,RGB-HF-b0.10-s0.5,27.386866761806772,0.783539334932963,0.001878846436738968
calibration,000,00000080,RGB-HF-b0.10-s0.5,27.132886818373837,0.7797328233718872,0.001719306455925107
calibration,003,00000020,RGB-HF-b0.10-s0.5,31.445295794597932,0.9134954412778219,0.001764385960996151
calibration,003,00000040,RGB-HF-b0.10-s0.5,30.594682355404274,0.9030079245567322,0.0015262411907315254
calibration,003,00000060,RGB-HF-b0.10-s0.5,29.98250491984125,0.8904580076535543,0.00192955881357193
calibration,003,00000080,RGB-HF-b0.10-s0.5,29.332646697709563,0.8800280094146729,0.0023744332138448954
calibration,006,00000020,RGB-HF-b0.10-s0.5,30.988019630054353,0.8516175945599874,0.0006832163198851049
calibration,006,00000040,RGB-HF-b0.10-s0.5,29.82426990952618,0.8261714776357015,0.0008056622464209795
calibration,006,00000060,RGB-HF-b0.10-s0.5,30.255669841215006,0.8335116704305013,0.0007824265048839152
calibration,006,00000080,RGB-HF-b0.10-s0.5,27.399612250881347,0.7544079621632894,0.00137436599470675
calibration,010,00000020,RGB-HF-b0.10-s0.5,32.08456887083845,0.8896387418111166,0.0007579375524073839
calibration,010,00000040,RGB-HF-b0.10-s0.5,31.340292262494685,0.8725733757019043,0.0007071901927702129
calibration,010,00000060,RGB-HF-b0.10-s0.5,30.919132353024196,0.8669476310412089,0.0006969483220018446
calibration,010,00000080,RGB-HF-b0.10-s0.5,31.28350203018755,0.8777051369349161,0.0007263457519002259
calibration,011,00000020,RGB-HF-b0.10-s0.5,24.565670170300777,0.6898396015167236,0.0020137031096965075
calibration,011,00000040,RGB-HF-b0.10-s0.5,23.890161987247662,0.6589246590932211,0.002030342584475875
calibration,011,00000060,RGB-HF-b0.10-s0.5,22.986607545042858,0.6165741284688314,0.00196832069195807
calibration,011,00000080,RGB-HF-b0.10-s0.5,22.740794348021748,0.618194580078125,0.0017991815693676472
calibration,000,00000020,RGB-HF-b0.10-s0.8,27.340881025907965,0.7369975248972574,0.0013276197714731097
calibration,000,00000040,RGB-HF-b0.10-s0.8,27.010685735231455,0.7754967411359152,0.0014948322204872966
calibration,000,00000060,RGB-HF-b0.10-s0.8,27.387107205216385,0.7833445072174072,0.001834406633861363
calibration,000,00000080,RGB-HF-b0.10-s0.8,27.132265049460933,0.7794564565022787,0.0016773442039266229
calibration,003,00000020,RGB-HF-b0.10-s0.8,31.444148554749276,0.9135922988255819,0.0017191825900226831
calibration,003,00000040,RGB-HF-b0.10-s0.8,30.58946805316797,0.9030238588651022,0.001493088318966329
calibration,003,00000060,RGB-HF-b0.10-s0.8,29.998935667054756,0.8907048503557841,0.0018844333244487643
calibration,003,00000080,RGB-HF-b0.10-s0.8,29.340689491380996,0.8801854054133097,0.002322243293747306
calibration,006,00000020,RGB-HF-b0.10-s0.8,30.986886765487473,0.8515404661496481,0.0006735075148753822
calibration,006,00000040,RGB-HF-b0.10-s0.8,29.825922502954782,0.8260800639788309,0.000795910891611129
calibration,006,00000060,RGB-HF-b0.10-s0.8,30.258835363094498,0.833516538143158,0.0007729736971668899
calibration,006,00000080,RGB-HF-b0.10-s0.8,27.399091101224936,0.7540667057037354,0.0013476302847266197
calibration,010,00000020,RGB-HF-b0.10-s0.8,32.08207675091523,0.8896185159683228,0.0007436763844452798
calibration,010,00000040,RGB-HF-b0.10-s0.8,31.336265772187012,0.8725557128588358,0.0006966578075662255
calibration,010,00000060,RGB-HF-b0.10-s0.8,30.918712852283974,0.8669991691907247,0.0006870521465316415
calibration,010,00000080,RGB-HF-b0.10-s0.8,31.281309384058748,0.8777081767717997,0.0007146616117097437
calibration,011,00000020,RGB-HF-b0.10-s0.8,24.56416013720394,0.6893196304639181,0.001964675961062312
calibration,011,00000040,RGB-HF-b0.10-s0.8,23.889508236967902,0.6584008932113647,0.0019790318328887224
calibration,011,00000060,RGB-HF-b0.10-s0.8,22.987157077534878,0.6159695784250895,0.0019221993861719966
calibration,011,00000080,RGB-HF-b0.10-s0.8,22.74128854711308,0.6176145275433859,0.0017589654307812452
calibration,000,00000020,RGB-HF-b0.20-s0.3,27.336754470422736,0.7373709082603455,0.001356600085273385
calibration,000,00000040,RGB-HF-b0.20-s0.3,27.006883239627374,0.7757420937220255,0.0015311863971874118
calibration,000,00000060,RGB-HF-b0.20-s0.3,27.384433160146187,0.7835205396016439,0.001879007206298411
calibration,000,00000080,RGB-HF-b0.20-s0.3,27.131139299499438,0.7797744870185852,0.0017199346330016851
calibration,003,00000020,RGB-HF-b0.20-s0.3,31.441336032340995,0.9133238792419434,0.0017666001804172993
calibration,003,00000040,RGB-HF-b0.20-s0.3,30.59414754195054,0.902886966864268,0.0015272500459104776
calibration,003,00000060,RGB-HF-b0.20-s0.3,29.969111954634144,0.8901897072792053,0.0019304492743685842
calibration,003,00000080,RGB-HF-b0.20-s0.3,29.324414508881055,0.8797910809516907,0.00237533962354064
calibration,006,00000020,RGB-HF-b0.20-s0.3,30.986548550048077,0.8515605330467224,0.0006837504333816469
calibration,006,00000040,RGB-HF-b0.20-s0.3,29.82134602507269,0.8261090715726217,0.0008058379753492773
calibration,006,00000060,RGB-HF-b0.20-s0.3,30.251427016738948,0.8333789110183716,0.0007822210318408906
calibration,006,00000080,RGB-HF-b0.20-s0.3,27.39806370840761,0.7544820110003153,0.0013742237351834774
calibration,010,00000020,RGB-HF-b0.20-s0.3,32.08377803351732,0.8895600636800131,0.0007588593289256096
calibration,010,00000040,RGB-HF-b0.20-s0.3,31.340284690400853,0.8724734385808309,0.0007078200578689575
calibration,010,00000060,RGB-HF-b0.20-s0.3,30.917278796918943,0.8667990366617838,0.0006976778386160731
calibration,010,00000080,RGB-HF-b0.20-s0.3,31.282570971314083,0.8775967160860697,0.0007272213697433472
calibration,011,00000020,RGB-HF-b0.20-s0.3,24.565327329362283,0.690029243628184,0.002015183214098215
calibration,011,00000040,RGB-HF-b0.20-s0.3,23.889450790889533,0.6591161886850992,0.0020319256000220776
calibration,011,00000060,RGB-HF-b0.20-s0.3,22.98536270482736,0.6168157259623209,0.001969424309208989
calibration,011,00000080,RGB-HF-b0.20-s0.3,22.739676905129084,0.6184264421463013,0.0018001238349825144
calibration,000,00000020,RGB-HF-b0.20-s0.4,27.33886067982641,0.7373267213503519,0.0013563005486503243
calibration,000,00000040,RGB-HF-b0.20-s0.4,27.008983645921308,0.7757463455200195,0.0015309626469388604
calibration,000,00000060,RGB-HF-b0.20-s0.4,27.386435215895265,0.7835471630096436,0.0018789179157465696
calibration,000,00000080,RGB-HF-b0.20-s0.4,27.132603615107378,0.7797540624936422,0.0017196644330397248
calibration,003,00000020,RGB-HF-b0.20-s0.4,31.44462447795214,0.9134624600410461,0.0017658773576840758
calibration,003,00000040,RGB-HF-b0.20-s0.4,30.59481976526721,0.902988056341807,0.0015267881099134684
calibration,003,00000060,RGB-HF-b0.20-s0.4,29.979316587540133,0.8904015024503072,0.0019300665007904172
calibration,003,00000080,RGB-HF-b0.20-s0.4,29.330816551264487,0.8799820144971212,0.002375141717493534
calibration,006,00000020,RGB-HF-b0.20-s0.4,30.987830481413926,0.8516131440798441,0.0006831325008533895
calibration,006,00000040,RGB-HF-b0.20-s0.4,29.823691189162407,0.8261667490005493,0.000805290590506047
calibration,006,00000060,RGB-HF-b0.20-s0.4,30.25478807952208,0.8334909280141195,0.0007818067097105086
calibration,006,00000080,RGB-HF-b0.20-s0.4,27.399363335781235,0.7544376651446024,0.0013741063885390759
calibration,010,00000020,RGB-HF-b0.20-s0.4,32.084590931381996,0.8896281321843466,0.0007580882520414889
calibration,010,00000040,RGB-HF-b0.20-s0.4,31.340513924182286,0.8725598851839701,0.0007071542204357684
calibration,010,00000060,RGB-HF-b0.20-s0.4,30.918860906741827,0.8669228951136271,0.000696948089171201
calibration,010,00000080,RGB-HF-b0.20-s0.4,31.283481987051648,0.8776889443397522,0.0007265514577738941
calibration,011,00000020,RGB-HF-b0.20-s0.4,24.56567942882801,0.6898968815803528,0.0020147894974797964
calibration,011,00000040,RGB-HF-b0.20-s0.4,23.89006986193339,0.6589824358622233,0.0020315111614763737
calibration,011,00000060,RGB-HF-b0.20-s0.4,22.986366995599266,0.6166443427403768,0.0019692115020006895
calibration,011,00000080,RGB-HF-b0.20-s0.4,22.74057387733723,0.6182616949081421,0.001799733261577785
calibration,000,00000020,RGB-HF-b0.20-s0.5,27.341273805021995,0.7371865113576254,0.0013381061144173145
calibration,000,00000040,RGB-HF-b0.20-s0.5,27.01120751778766,0.7756782174110413,0.001507474109530449
calibration,000,00000060,RGB-HF-b0.20-s0.5,27.38811122799078,0.7835134665171305,0.0018500623991712928
calibration,000,00000080,RGB-HF-b0.20-s0.5,27.13354421374582,0.7796435356140137,0.0016938173212110996
calibration,003,00000020,RGB-HF-b0.20-s0.5,31.446920923307008,0.9136348168055216,0.0017366824904456735
calibration,003,00000040,RGB-HF-b0.20-s0.5,30.59333631653329,0.903097132841746,0.0015054687391966581
calibration,003,00000060,RGB-HF-b0.20-s0.5,29.994967081328095,0.8907022873560587,0.00190076045691967
calibration,003,00000080,RGB-HF-b0.20-s0.5,29.339421739950104,0.8802302678426107,0.0023414157330989838
calibration,006,00000020,RGB-HF-b0.20-s0.5,30.988363355801404,0.8516449133555094,0.0006769758183509111
calibration,006,00000040,RGB-HF-b0.20-s0.5,29.826305267814828,0.8262016773223877,0.0007980839582160115
calibration,006,00000060,RGB-HF-b0.20-s0.5,30.259043581984614,0.8336158990859985,0.0007748185307718813
calibration,006,00000080,RGB-HF-b0.20-s0.5,27.400175418384215,0.7542823751767477,0.0013573653995990753
calibration,010,00000020,RGB-HF-b0.20-s0.5,32.08401616823921,0.8896911342938741,0.0007500426727347076
calibration,010,00000040,RGB-HF-b0.20-s0.5,31.339024464924513,0.87264484167099,0.0007003246573731303
calibration,010,00000060,RGB-HF-b0.20-s0.5,30.920029589644194,0.8670735359191895,0.0006899820873513818
calibration,010,00000080,RGB-HF-b0.20-s0.5,31.283265934713622,0.8777865370114645,0.0007186147850006819
calibration,011,00000020,RGB-HF-b0.20-s0.5,24.56528046207098,0.689594546953837,0.0019826730713248253
calibration,011,00000040,RGB-HF-b0.20-s0.5,23.890232816103012,0.6586786309878031,0.0019973735325038433
calibration,011,00000060,RGB-HF-b0.20-s0.5,22.98740531522951,0.6162808736165365,0.0019391740206629038
calibration,011,00000080,RGB-HF-b0.20-s0.5,22.741526162849233,0.617915133635203,0.0017739665927365422
calibration,000,00000020,RGB-HF-b0.20-s0.8,27.338334990435634,0.7363755901654562,0.0012415316887199879
calibration,000,00000040,RGB-HF-b0.20-s0.8,27.006904558445783,0.774967610836029,0.0013935770839452744
calibration,000,00000060,RGB-HF-b0.20-s0.8,27.380289373412772,0.7828634182612101,0.001707299961708486
calibration,000,00000080,RGB-HF-b0.20-s0.8,27.124969836742263,0.7788419127464294,0.0015595651930198073
calibration,003,00000020,RGB-HF-b0.20-s0.8,31.429276353239587,0.913580060005188,0.0016052860300987959
calibration,003,00000040,RGB-HF-b0.20-s0.8,30.571782705620812,0.9029063582420349,0.0013973582535982132
calibration,003,00000060,RGB-HF-b0.20-s0.8,30.016178792467333,0.8909502029418945,0.0017616312252357602
calibration,003,00000080,RGB-HF-b0.20-s0.8,29.343200027429795,0.8802550037701925,0.002182221971452236
calibration,006,00000020,RGB-HF-b0.20-s0.8,30.978802824826943,0.8513097961743673,0.0006324312998913229
calibration,006,00000040,RGB-HF-b0.20-s0.8,29.823000418420555,0.8258190353711446,0.0007475718739442527
calibration,006,00000060,RGB-HF-b0.20-s0.8,30.25828803115061,0.8334194620450338,0.0007244876469485462
calibration,006,00000080,RGB-HF-b0.20-s0.8,27.392469392652607,0.7533359527587891,0.0012574821012094617
calibration,010,00000020,RGB-HF-b0.20-s0.8,32.07097150483929,0.8894827564557394,0.0006965928478166461
calibration,010,00000040,RGB-HF-b0.20-s0.8,31.323548592042066,0.872417132059733,0.0006546485237777233
calibration,010,00000060,RGB-HF-b0.20-s0.8,30.912792937423287,0.8670020699501038,0.0006463927566073835
calibration,010,00000080,RGB-HF-b0.20-s0.8,31.271693301031327,0.8776081403096517,0.0006708118598908186
calibration,011,00000020,RGB-HF-b0.20-s0.8,24.557671238240136,0.6883229811986288,0.0018323282711207867
calibration,011,00000040,RGB-HF-b0.20-s0.8,23.884725482464777,0.6574047009150187,0.001846690196543932
calibration,011,00000060,RGB-HF-b0.20-s0.8,22.985165252464284,0.6148831248283386,0.0017963801510632038
calibration,011,00000080,RGB-HF-b0.20-s0.8,22.739601659103798,0.6165877978006998,0.0016460447805002332
calibration,000,00000020,RGB-HF-b0.30-s0.3,27.336878787837485,0.7373692393302917,0.0013565497938543558
calibration,000,00000040,RGB-HF-b0.30-s0.3,27.007012676921747,0.7757431070009867,0.001531123765744269
calibration,000,00000060,RGB-HF-b0.30-s0.3,27.384558019348265,0.7835229833920797,0.0018789996393024921
calibration,000,00000080,RGB-HF-b0.30-s0.3,27.13123279615708,0.7797742486000061,0.0017198182176798582
calibration,003,00000020,RGB-HF-b0.30-s0.3,31.441547410388107,0.9133319854736328,0.0017664137994870543
calibration,003,00000040,RGB-HF-b0.30-s0.3,30.59420986099545,0.9028933644294739,0.0015270460862666368
calibration,003,00000060,RGB-HF-b0.30-s0.3,29.969677748005704,0.8902017871538798,0.001930316793732345
calibration,003,00000080,RGB-HF-b0.30-s0.3,29.324783226538376,0.8798024455706278,0.0023752772249281406
calibration,006,00000020,RGB-HF-b0.30-s0.3,30.9866357982268,0.8515637119611105,0.0006834407104179263
calibration,006,00000040,RGB-HF-b0.30-s0.3,29.82148722325494,0.8261125286420187,0.0008055786020122468
calibration,006,00000060,RGB-HF-b0.30-s0.3,30.251624165854075,0.8333856463432312,0.0007820340106263757
calibration,006,00000080,RGB-HF-b0.30-s0.3,27.398147857156083,0.7544805208841959,0.0013741622678935528
calibration,010,00000020,RGB-HF-b0.30-s0.3,32.083840118841664,0.8895642956097921,0.0007584274280816317
calibration,010,00000040,RGB-HF-b0.30-s0.3,31.340315323043605,0.8724789619445801,0.000707443046849221
calibration,010,00000060,RGB-HF-b0.30-s0.3,30.91737840349274,0.8668065468470255,0.0006972620612941682
calibration,010,00000080,RGB-HF-b0.30-s0.3,31.28263686238716,0.8776024381319681,0.0007268484914675355
calibration,011,00000020,RGB-HF-b0.30-s0.3,24.565358863812055,0.6900228063265482,0.00201512617059052
calibration,011,00000040,RGB-HF-b0.30-s0.3,23.889493380150647,0.6591097315152487,0.002031863434240222
calibration,011,00000060,RGB-HF-b0.30-s0.3,22.98542383242957,0.6168073018391927,0.001969373319298029
calibration,011,00000080,RGB-HF-b0.30-s0.3,22.73973277044567,0.6184183160463969,0.0017999933334067464
calibration,000,00000020,RGB-HF-b0.30-s0.4,27.339817438910707,0.7372945745786031,0.0013544057728722692
calibration,000,00000040,RGB-HF-b0.30-s0.4,27.00990749643667,0.7757394909858704,0.001528215711005032
calibration,000,00000060,RGB-HF-b0.30-s0.4,27.387244053377575,0.7835519909858704,0.0018763428088277578
calibration,000,00000080,RGB-HF-b0.30-s0.4,27.133148614941,0.7797335386276245,0.001717348350211978
calibration,003,00000020,RGB-HF-b0.30-s0.4,31.445883634455875,0.9135291775067648,0.0017621670849621296
calibration,003,00000040,RGB-HF-b0.30-s0.4,30.594783528066923,0.9030351440111796,0.0015245034592226148
calibration,003,00000060,RGB-HF-b0.30-s0.4,29.98453571914492,0.8905085523923238,0.0019275220111012459
calibration,003,00000080,RGB-HF-b0.30-s0.4,29.333906400944187,0.8800758123397827,0.0023718790616840124
calibration,006,00000020,RGB-HF-b0.30-s0.4,30.98826940774325,0.851634164651235,0.0006827967008575797
calibration,006,00000040,RGB-HF-b0.30-s0.4,29.824747217652426,0.8261905113855997,0.0008048058953136206
calibration,006,00000060,RGB-HF-b0.30-s0.4,30.256388734125874,0.8335438370704651,0.0007813189877197146
calibration,006,00000080,RGB-HF-b0.30-s0.4,27.399845343915405,0.7544030348459879,0.0013728837948292494
calibration,010,00000020,RGB-HF-b0.30-s0.4,32.084738413079556,0.8896583716074625,0.000757656351197511
calibration,010,00000040,RGB-HF-b0.30-s0.4,31.340367295774453,0.8725993235905966,0.0007067408296279609
calibration,010,00000060,RGB-HF-b0.30-s0.4,30.91950065997438,0.8669835130373637,0.0006961390026845038
calibration,010,00000080,RGB-HF-b0.30-s0.4,31.283719113467114,0.8777319192886353,0.000725746969692409
calibration,011,00000020,RGB-HF-b0.30-s0.4,24.56570922984655,0.689815104007721,0.002010895172134042
calibration,011,00000040,RGB-HF-b0.30-s0.4,23.890265011419135,0.6588998238245646,0.002027275273576379
calibration,011,00000060,RGB-HF-b0.30-s0.4,22.986807476709124,0.6165424386660258,0.0019655211362987757
calibration,011,00000080,RGB-HF-b0.30-s0.4,22.74097111277511,0.6181639631589254,0.0017969105392694473
calibration,000,00000020,RGB-HF-b0.30-s0.5,27.34211594668317,0.7370340625445048,0.0013063665246590972
calibration,000,00000040,RGB-HF-b0.30-s0.5,27.0117522301384,0.7755781014760336,0.0014684463385492563
calibration,000,00000060,RGB-HF-b0.30-s0.5,27.3878981585022,0.7834375301996866,0.001801240025088191
calibration,000,00000080,RGB-HF-b0.30-s0.5,27.132922089446552,0.7795074383417765,0.0016482769278809428
calibration,003,00000020,RGB-HF-b0.30-s0.5,31.445779601811815,0.9137254357337952,0.0016928932163864374
calibration,003,00000040,RGB-HF-b0.30-s0.5,30.589983757724298,0.9031418363253275,0.0014695862773805857
calibration,003,00000060,RGB-HF-b0.30-s0.5,30.00534509609929,0.8908981283505758,0.001854175585322082
calibration,003,00000080,RGB-HF-b0.30-s0.5,29.343991116526755,0.8803754448890686,0.0022865096107125282
calibration,006,00000020,RGB-HF-b0.30-s0.5,30.98740143651184,0.8516361514727274,0.0006627028924413025
calibration,006,00000040,RGB-HF-b0.30-s0.5,29.827173414158064,0.8261925180753072,0.0007817948935553432
calibration,006,00000060,RGB-HF-b0.30-s0.5,30.261148065318135,0.8336790800094604,0.0007582390680909157
calibration,006,00000080,RGB-HF-b0.30-s0.5,27.399581413526633,0.7541076938311259,0.0013243969297036529
calibration,010,00000020,RGB-HF-b0.30-s0.5,32.08198488591961,0.8897091348965963,0.0007325389888137579
calibration,010,00000040,RGB-HF-b0.30-s0.5,31.336417076489443,0.872676948706309,0.0006855156971141696
calibration,010,00000060,RGB-HF-b0.30-s0.5,30.91976027422577,0.8671626249949137,0.0006758129457011819
calibration,010,00000080,RGB-HF-b0.30-s0.5,31.281722288559806,0.8778299689292908,0.0007037389441393316
calibration,011,00000020,RGB-HF-b0.30-s0.5,24.564092169135563,0.689306894938151,0.0019325338071212173
calibration,011,00000040,RGB-HF-b0.30-s0.5,23.889579055161988,0.6583914359410604,0.0019473499851301312
calibration,011,00000060,RGB-HF-b0.30-s0.5,22.987629827665344,0.6159533063570658,0.001891763648018241
calibration,011,00000080,RGB-HF-b0.30-s0.5,22.741760749856788,0.617604931195577,0.0017323661595582962
calibration,000,00000020,RGB-HF-b0.30-s0.8,27.32887278647382,0.7355071107546488,0.0011572763323783875
calibration,000,00000040,RGB-HF-b0.30-s0.8,26.995291669729657,0.7741505901018778,0.001296922331675887
calibration,000,00000060,RGB-HF-b0.30-s0.8,27.363778724639324,0.7820701201756796,0.0015860976418480277
calibration,000,00000080,RGB-HF-b0.30-s0.8,27.10910784259856,0.7779291868209839,0.0014479663223028183
calibration,003,00000020,RGB-HF-b0.30-s0.8,31.396488539325702,0.9132686853408813,0.0014967856695875525
calibration,003,00000040,RGB-HF-b0.30-s0.8,30.541126637209462,0.902521014213562,0.0013047972461208701
calibration,003,00000060,RGB-HF-b0.30-s0.8,30.019543621975913,0.8908998370170593,0.0016442913329228759
calibration,003,00000080,RGB-HF-b0.30-s0.8,29.33118928027559,0.8799766898155212,0.0020493108313530684
calibration,006,00000020,RGB-HF-b0.30-s0.8,30.96216724988745,0.8508601784706116,0.0005913240602239966
calibration,006,00000040,RGB-HF-b0.30-s0.8,29.812302897998105,0.8253170053164164,0.000698369403835386
calibration,006,00000060,RGB-HF-b0.30-s0.8,30.249386406331837,0.833072304725647,0.0006742621189914644
calibration,006,00000080,RGB-HF-b0.30-s0.8,27.378067608111518,0.7522905468940735,0.0011701986659318209
calibration,010,00000020,RGB-HF-b0.30-s0.8,32.05039796270019,0.8891437451044718,0.0006497191498056054
calibration,010,00000040,RGB-HF-b0.30-s0.8,31.302145118333392,0.8720472852389017,0.0006120102480053902
calibration,010,00000060,RGB-HF-b0.30-s0.8,30.89934256984175,0.8667916258176168,0.0006041799788363278
calibration,010,00000080,RGB-HF-b0.30-s0.8,31.25364239580081,0.8772844274838766,0.0006255965563468635
calibration,011,00000020,RGB-HF-b0.30-s0.8,24.545827118572497,0.6870509584744772,0.0017071805195882916
calibration,011,00000040,RGB-HF-b0.30-s0.8,23.875030137316674,0.6561393539110819,0.0017224578186869621
calibration,011,00000060,RGB-HF-b0.30-s0.8,22.97926392353677,0.6135727564493815,0.0016756309196352959
calibration,011,00000080,RGB-HF-b0.30-s0.8,22.734505446194877,0.6153616507848104,0.0015375418588519096
calibration,000,00000020,RGB-HF-b0.40-s0.3,27.337003382649605,0.7373675306638082,0.0013565465342253447
calibration,000,00000040,RGB-HF-b0.40-s0.3,27.007132473306093,0.7757440606753031,0.0015311286551877856
calibration,000,00000060,RGB-HF-b0.40-s0.3,27.384682328416954,0.7835249304771423,0.0018790130270645022
calibration,000,00000080,RGB-HF-b0.40-s0.3,27.131326817172194,0.7797736724217733,0.0017198229907080531
calibration,003,00000020,RGB-HF-b0.40-s0.3,31.44175527550058,0.9133400519688925,0.0017663968028500676
calibration,003,00000040,RGB-HF-b0.40-s0.3,30.59426986203714,0.9028991262118021,0.0015270503936335444
calibration,003,00000060,RGB-HF-b0.40-s0.3,29.970236083108347,0.8902137478192648,0.001930315513163805
calibration,003,00000080,RGB-HF-b0.40-s0.3,29.325147647281543,0.8798133929570516,0.002375268144533038
calibration,006,00000020,RGB-HF-b0.40-s0.3,30.986717019924875,0.8515673478444418,0.0006834378000348806
calibration,006,00000040,RGB-HF-b0.40-s0.3,29.821625029343828,0.8261164824167887,0.0008055850048549473
calibration,006,00000060,RGB-HF-b0.40-s0.3,30.251816769895562,0.8333922227223715,0.0007820354076102376
calibration,006,00000080,RGB-HF-b0.40-s0.3,27.398232562988504,0.7544790506362915,0.001374158076941967
calibration,010,00000020,RGB-HF-b0.40-s0.3,32.08390302198333,0.8895684083302816,0.0007584253908134997
calibration,010,00000040,RGB-HF-b0.40-s0.3,31.3403452675212,0.872484028339386,0.0007074418244883418
calibration,010,00000060,RGB-HF-b0.40-s0.3,30.91747395301127,0.8668136397997538,0.0006972508854232728
calibration,010,00000080,RGB-HF-b0.40-s0.3,31.28270241480752,0.8776081005732218,0.0007268415065482259
calibration,011,00000020,RGB-HF-b0.40-s0.3,24.565384033674817,0.6900163491566976,0.0020151345524936914
calibration,011,00000040,RGB-HF-b0.40-s0.3,23.889533988904866,0.6591033140818278,0.002031870186328888
calibration,011,00000060,RGB-HF-b0.40-s0.3,22.98548375440104,0.6167985796928406,0.0019693803042173386
calibration,011,00000080,RGB-HF-b0.40-s0.3,22.739782935832125,0.6184101899464926,0.0017999957781285048
calibration,000,00000020,RGB-HF-b0.40-s0.4,27.340618187987666,0.7372562885284424,0.0013491051504388452
calibration,000,00000040,RGB-HF-b0.40-s0.4,27.010659825560104,0.7757253249486288,0.0015210025012493134
calibration,000,00000060,RGB-HF-b0.40-s0.4,27.387845516155743,0.7835487127304077,0.0018671577563509345
calibration,000,00000080,RGB-HF-b0.40-s0.4,27.1335089376202,0.7797054251035055,0.0017095658695325255
calibration,003,00000020,RGB-HF-b0.40-s0.4,31.446731505255066,0.9135881463686625,0.0017532393103465438
calibration,003,00000040,RGB-HF-b0.40-s0.4,30.594451899255457,0.9030751585960388,0.001517836470156908
calibration,003,00000060,RGB-HF-b0.40-s0.4,29.989454469197774,0.890608012676239,0.0019184419652447104
calibration,003,00000080,RGB-HF-b0.40-s0.4,29.33667469516748,0.8801610668500265,0.0023618938867002726
calibration,006,00000020,RGB-HF-b0.40-s0.4,30.988515708323927,0.8516500194867452,0.0006810952327214181
