split,sequence,frame,method,psnr,ssim,sharpness
calibration,006,00000040,RGB-HF-b0.40-s0.4,29.82562719474661,0.8262078960736593,0.0008026777650229633
calibration,006,00000060,RGB-HF-b0.40-s0.4,30.25779736914017,0.8335906664530436,0.0007792188553139567
calibration,006,00000080,RGB-HF-b0.40-s0.4,27.40015902520495,0.7543614109357198,0.0013680073898285627
calibration,010,00000020,RGB-HF-b0.40-s0.4,32.08466977831472,0.8896838227907816,0.0007557467906735837
calibration,010,00000040,RGB-HF-b0.40-s0.4,31.340020363763315,0.8726328214009603,0.000704862701240927
calibration,010,00000060,RGB-HF-b0.40-s0.4,30.91996491492833,0.8670384685198466,0.00069417868508026
calibration,010,00000080,RGB-HF-b0.40-s0.4,31.28376429804925,0.8777691721916199,0.0007236855453811586
calibration,011,00000020,RGB-HF-b0.40-s0.4,24.56562619256596,0.6897268891334534,0.0020008457358926535
calibration,011,00000040,RGB-HF-b0.40-s0.4,23.89035317827579,0.6588111917177836,0.0020164446905255318
calibration,011,00000060,RGB-HF-b0.40-s0.4,22.98716069840414,0.6164353489875793,0.0019560866057872772
calibration,011,00000080,RGB-HF-b0.40-s0.4,22.741292348862522,0.6180618405342102,0.001788550172932446
calibration,000,00000020,RGB-HF-b0.40-s0.5,27.341928424446404,0.73684295018514,0.0012713694013655186
calibration,000,00000040,RGB-HF-b0.40-s0.5,27.01112571521021,0.7754318118095398,0.0014272400876507163
calibration,000,00000060,RGB-HF-b0.40-s0.5,27.386234968783473,0.7833113869031271,0.0017496522050350904
calibration,000,00000080,RGB-HF-b0.40-s0.5,27.131018122468845,0.7793238957722982,0.0016005000798031688
calibration,003,00000020,RGB-HF-b0.40-s0.5,31.441875419026264,0.9137672384579977,0.0016466215020045638
calibration,003,00000040,RGB-HF-b0.40-s0.5,30.58462411541051,0.9031419356664022,0.0014310235856100917
calibration,003,00000060,RGB-HF-b0.40-s0.5,30.013617320399145,0.8910451531410217,0.00180445471778512
calibration,003,00000080,RGB-HF-b0.40-s0.5,29.34634524152132,0.8804635008176168,0.0022297180257737637
calibration,006,00000020,RGB-HF-b0.40-s0.5,30.98513949677411,0.8515905141830444,0.000646206783130765
calibration,006,00000040,RGB-HF-b0.40-s0.5,29.8268673326862,0.8261438409487406,0.0007620631949976087
calibration,006,00000060,RGB-HF-b0.40-s0.5,30.261980638963657,0.833700160185496,0.0007382363546639681
calibration,006,00000080,RGB-HF-b0.40-s0.5,27.397828211665953,0.7538836797078451,0.0012877832632511854
calibration,010,00000020,RGB-HF-b0.40-s0.5,32.07847628129065,0.8896923462549845,0.000713673944119364
calibration,010,00000040,RGB-HF-b0.40-s0.5,31.33246907267887,0.8726699749628702,0.0006687928107567132
calibration,010,00000060,RGB-HF-b0.40-s0.5,30.918326185331836,0.8672143618265787,0.0006593402358703315
calibration,010,00000080,RGB-HF-b0.40-s0.5,31.278874181991977,0.8778351147969564,0.0006857023108750582
calibration,011,00000020,RGB-HF-b0.40-s0.5,24.562109704956217,0.6889761487642924,0.0018793754279613495
calibration,011,00000040,RGB-HF-b0.40-s0.5,23.888201031564485,0.658062219619751,0.0018936943961307406
calibration,011,00000060,RGB-HF-b0.40-s0.5,22.987283005094564,0.6155908107757568,0.0018408510368317366
calibration,011,00000080,RGB-HF-b0.40-s0.5,22.74149878885385,0.6172637343406677,0.0016873040003702044
calibration,000,00000020,RGB-HF-b0.40-s0.8,27.31254029844877,0.7343911925951639,0.0010808877414092422
calibration,000,00000040,RGB-HF-b0.40-s0.8,26.975936380740457,0.7730451027552286,0.0012093855766579509
calibration,000,00000060,RGB-HF-b0.40-s0.8,27.33767981686535,0.7809631625811259,0.001475980505347252
calibration,000,00000080,RGB-HF-b0.40-s0.8,27.08476918151505,0.7767180800437927,0.0013465220108628273
calibration,003,00000020,RGB-HF-b0.40-s0.8,31.346192870276397,0.9126582940419515,0.0013974950416013598
calibration,003,00000040,RGB-HF-b0.40-s0.8,30.497781532327565,0.9018676479657491,0.0012201062636449933
calibration,003,00000060,RGB-HF-b0.40-s0.8,30.008997403174572,0.8905529578526815,0.001536797033622861
calibration,003,00000080,RGB-HF-b0.40-s0.8,29.304800386217007,0.8793515165646871,0.0019288999028503895
calibration,006,00000020,RGB-HF-b0.40-s0.8,30.937075073005687,0.8501909573872884,0.0005543160368688405
calibration,006,00000040,RGB-HF-b0.40-s0.8,29.793893468846065,0.8245732188224792,0.0006531898980028927
calibration,006,00000060,RGB-HF-b0.40-s0.8,30.232187023567093,0.832473635673523,0.0006281074602156878
calibration,006,00000080,RGB-HF-b0.40-s0.8,27.35596230215901,0.7509310046831766,0.0010915910825133324
calibration,010,00000020,RGB-HF-b0.40-s0.8,32.020495683001954,0.8886017998059591,0.0006068862858228385
calibration,010,00000040,RGB-HF-b0.40-s0.8,31.272181528467087,0.8714465896288554,0.0005731959245167673
calibration,010,00000060,RGB-HF-b0.40-s0.8,30.878424962041255,0.8663663069407145,0.0005644119228236377
calibration,010,00000080,RGB-HF-b0.40-s0.8,31.227261734676258,0.8767368594805399,0.0005837474018335342
calibration,011,00000020,RGB-HF-b0.40-s0.8,24.528672622325796,0.6855041186014811,0.0015935561386868358
calibration,011,00000040,RGB-HF-b0.40-s0.8,23.860459941676176,0.6546056469281515,0.001610663952305913
calibration,011,00000060,RGB-HF-b0.40-s0.8,22.969473807320643,0.6120386521021525,0.001567372353747487
calibration,011,00000080,RGB-HF-b0.40-s0.8,22.726010755060827,0.6139361461003622,0.0014398859348148108
calibration,000,00000020,RGB-HF-b0.50-s0.3,27.337125516418208,0.7373656431833903,0.00135650928132236
calibration,000,00000040,RGB-HF-b0.50-s0.3,27.00725684169263,0.7757448156674703,0.0015311206225305796
calibration,000,00000060,RGB-HF-b0.50-s0.3,27.384802764872575,0.7835267980893453,0.001879014540463686
calibration,000,00000080,RGB-HF-b0.50-s0.3,27.131415616666608,0.7797732353210449,0.0017198249697685242
calibration,003,00000020,RGB-HF-b0.50-s0.3,31.44195610378732,0.9133480191230774,0.0017662921454757452
calibration,003,00000040,RGB-HF-b0.50-s0.3,30.594329574041698,0.902905285358429,0.001526994165033102
calibration,003,00000060,RGB-HF-b0.50-s0.3,29.970797503182148,0.8902254303296407,0.0019302618457004428
calibration,003,00000080,RGB-HF-b0.50-s0.3,29.325507337168425,0.8798244198163351,0.002375274198129773
calibration,006,00000020,RGB-HF-b0.50-s0.3,30.98680173323615,0.851570705572764,0.0006833503139205277
calibration,006,00000040,RGB-HF-b0.50-s0.3,29.821763325061408,0.8261202971140543,0.0008054865757003427
calibration,006,00000060,RGB-HF-b0.50-s0.3,30.252009114583693,0.8333989381790161,0.000781981972977519
calibration,006,00000080,RGB-HF-b0.50-s0.3,27.398311438101516,0.7544774611790975,0.001374128507450223
calibration,010,00000020,RGB-HF-b0.50-s0.3,32.083963066741205,0.8895724415779114,0.0007583224796690047
calibration,010,00000040,RGB-HF-b0.50-s0.3,31.340372458662472,0.8724890351295471,0.00070735695771873
calibration,010,00000060,RGB-HF-b0.50-s0.3,30.91757637443742,0.866820752620697,0.0006971412221901119
calibration,010,00000080,RGB-HF-b0.50-s0.3,31.282766609587416,0.8776132265726725,0.0007267253822647035
calibration,011,00000020,RGB-HF-b0.50-s0.3,24.56541151817433,0.6900100111961365,0.002015121281147003
calibration,011,00000040,RGB-HF-b0.50-s0.3,23.8895745980388,0.659096916516622,0.0020318429451435804
calibration,011,00000060,RGB-HF-b0.50-s0.3,22.9855436771993,0.6167900363604227,0.0019693467766046524
calibration,011,00000080,RGB-HF-b0.50-s0.3,22.739835382082994,0.6184017062187195,0.001799992984160781
calibration,000,00000020,RGB-HF-b0.50-s0.4,27.341273805021995,0.7372121214866638,0.0013399070594459772
calibration,000,00000040,RGB-HF-b0.50-s0.4,27.011241560308083,0.7757042447725931,0.0015095091657713056
calibration,000,00000060,RGB-HF-b0.50-s0.4,27.388227603256695,0.7835384209950765,0.0018528631189838052
calibration,000,00000080,RGB-HF-b0.50-s0.4,27.13368479848537,0.7796700994173685,0.0016966626280918717
calibration,003,00000020,RGB-HF-b0.50-s0.4,31.447174199085563,0.9136404395103455,0.0017397997435182333
calibration,003,00000040,RGB-HF-b0.50-s0.4,30.59382610582312,0.9031081994374593,0.0015077851712703705
calibration,003,00000060,RGB-HF-b0.50-s0.4,29.9940692845789,0.8907003204027811,0.0019040912156924605
calibration,003,00000080,RGB-HF-b0.50-s0.4,29.3391225542095,0.8802374998728434,0.0023448634892702103
calibration,006,00000020,RGB-HF-b0.50-s0.4,30.988568398148434,0.8516600131988525,0.0006776856607757509
calibration,006,00000040,RGB-HF-b0.50-s0.4,29.82633587103035,0.8262189626693726,0.0007985872216522694
calibration,006,00000060,RGB-HF-b0.50-s0.4,30.25902104234458,0.8336306611696879,0.0007751444936729968
calibration,006,00000080,RGB-HF-b0.50-s0.4,27.40029850813062,0.7543118596076965,0.0013591202441602945
calibration,010,00000020,RGB-HF-b0.50-s0.4,32.08438381180275,0.8897032141685486,0.0007514130556955934
calibration,010,00000040,RGB-HF-b0.50-s0.4,31.33948005858237,0.872660239537557,0.0007012034184299409
calibration,010,00000060,RGB-HF-b0.50-s0.4,30.920256427419975,0.8670873840649923,0.0006906798807904124
calibration,010,00000080,RGB-HF-b0.50-s0.4,31.283619573151505,0.8778003056844076,0.000719659379683435
calibration,011,00000020,RGB-HF-b0.50-s0.4,24.565422222710676,0.6896321376164755,0.0019859487656503916
calibration,011,00000040,RGB-HF-b0.50-s0.4,23.89033584195474,0.6587163011233012,0.0020004604011774063
calibration,011,00000060,RGB-HF-b0.50-s0.4,22.987431065170533,0.6163229942321777,0.0019421627512201667
calibration,011,00000080,RGB-HF-b0.50-s0.4,22.741541750895934,0.6179549892743429,0.0017763625364750624
calibration,000,00000020,RGB-HF-b0.50-s0.5,27.340707534651457,0.7366123994191488,0.0012362523702904582
calibration,000,00000040,RGB-HF-b0.50-s0.5,27.009337113616056,0.7752393285433451,0.0013861338375136256
calibration,000,00000060,RGB-HF-b0.50-s0.5,27.383116681585808,0.783135175704956,0.0016986882546916604
calibration,000,00000080,RGB-HF-b0.50-s0.5,27.127833997719005,0.7790927489598592,0.0015533100813627243
calibration,003,00000020,RGB-HF-b0.50-s0.5,31.4352179276526,0.9137596289316813,0.0016003564232960343
calibration,003,00000040,RGB-HF-b0.50-s0.5,30.577269721536517,0.903097410996755,0.0013921792851760983
calibration,003,00000060,RGB-HF-b0.50-s0.5,30.0197802938048,0.8911433021227518,0.001754789613187313
calibration,003,00000080,RGB-HF-b0.50-s0.5,29.346487469108517,0.8804939389228821,0.002173106651753187
calibration,006,00000020,RGB-HF-b0.50-s0.5,30.98157227788728,0.8515084981918335,0.0006290922756306827
calibration,006,00000040,RGB-HF-b0.50-s0.5,29.825387271612165,0.8260552088419596,0.0007415643194690347
calibration,006,00000060,RGB-HF-b0.50-s0.5,30.261536812509494,0.8336793979008993,0.000717593589797616
calibration,006,00000080,RGB-HF-b0.50-s0.5,27.394915550829786,0.7536105910936991,0.0012512337416410446
calibration,010,00000020,RGB-HF-b0.50-s0.5,32.07349311724683,0.8896409074465433,0.0006941855535842478
calibration,010,00000040,RGB-HF-b0.50-s0.5,31.32718616620757,0.8726233243942261,0.0006512169493362308
calibration,010,00000060,RGB-HF-b0.50-s0.5,30.915727539862683,0.8672284483909607,0.0006421369034796953
calibration,010,00000080,RGB-HF-b0.50-s0.5,31.274717399149612,0.877801756064097,0.0006673660827800632
calibration,011,00000020,RGB-HF-b0.50-s0.5,24.559335023390858,0.6886025269826254,0.0018260210053995252
calibration,011,00000040,RGB-HF-b0.50-s0.5,23.886096465456763,0.657691498597463,0.0018403776921331882
calibration,011,00000060,RGB-HF-b0.50-s0.5,22.986364984372457,0.615193247795105,0.001790337380953133
calibration,011,00000080,RGB-HF-b0.50-s0.5,22.740739609428044,0.6168915033340454,0.0016414073761552572
calibration,000,00000020,RGB-HF-b0.50-s0.8,27.289423438302318,0.7330285708109537,0.001013007014989853
calibration,000,00000040,RGB-HF-b0.50-s0.8,26.948928788073925,0.7716516852378845,0.0011322342325001955
calibration,000,00000060,RGB-HF-b0.50-s0.8,27.302169055869708,0.7795430421829224,0.0013776596169918776
calibration,000,00000080,RGB-HF-b0.50-s0.8,27.05210708142829,0.7752100427945455,0.0012568897800520062
calibration,003,00000020,RGB-HF-b0.50-s0.8,31.279000762559285,0.9117507338523865,0.0013083546655252576
calibration,003,00000040,RGB-HF-b0.50-s0.8,30.442127361748813,0.9009473919868469,0.0011439691297709942
calibration,003,00000060,RGB-HF-b0.50-s0.8,29.98465411099525,0.8899103800455729,0.0014399338979274035
calibration,003,00000080,RGB-HF-b0.50-s0.8,29.264311533481763,0.878383219242096,0.0018219492631033063
calibration,006,00000020,RGB-HF-b0.50-s0.8,30.903676035002185,0.8493027687072754,0.0005213103140704334
calibration,006,00000040,RGB-HF-b0.50-s0.8,29.767867906352244,0.8235880335172018,0.0006127191008999944
calibration,006,00000060,RGB-HF-b0.50-s0.8,30.206784878215757,0.8316227992375692,0.0005865519633516669
calibration,006,00000080,RGB-HF-b0.50-s0.8,27.32626876581032,0.7492582599322001,0.001022627460770309
calibration,010,00000020,RGB-HF-b0.50-s0.8,31.981450197952448,0.8878583510716757,0.000568712770473212
calibration,010,00000040,RGB-HF-b0.50-s0.8,31.23383542695865,0.870617687702179,0.0005382832605391741
calibration,010,00000060,RGB-HF-b0.50-s0.8,30.850147932847698,0.8657267491022745,0.0005283757927827537
calibration,010,00000080,RGB-HF-b0.50-s0.8,31.192700562118674,0.8759662508964539,0.0005462783738039434
calibration,011,00000020,RGB-HF-b0.50-s0.8,24.50627110435419,0.6836850047111511,0.0014929590979591012
calibration,011,00000040,RGB-HF-b0.50-s0.8,23.84106042127172,0.6528059641520182,0.0015129328239709139
calibration,011,00000060,RGB-HF-b0.50-s0.8,22.9558171576993,0.610281745592753,0.0014720086473971605
calibration,011,00000080,RGB-HF-b0.50-s0.8,22.714139760801146,0.6123124162356058,0.001353558269329369
calibration,000,00000020,RGB-HF-b0.60-s0.3,27.33724683205942,0.7373637557029724,0.0013564908877015114
calibration,000,00000040,RGB-HF-b0.60-s0.3,27.007379690697437,0.7757458885510763,0.0015310958260670304
calibration,000,00000060,RGB-HF-b0.60-s0.3,27.384921543406904,0.7835289835929871,0.0018790139583870769
calibration,000,00000080,RGB-HF-b0.60-s0.3,27.131505201525783,0.7797728975613912,0.0017197749111801386
calibration,003,00000020,RGB-HF-b0.60-s0.3,31.44215517958779,0.9133558869361877,0.0017662683967500925
calibration,003,00000040,RGB-HF-b0.60-s0.3,30.59438290973023,0.9029110670089722,0.0015269623836502433
calibration,003,00000060,RGB-HF-b0.60-s0.3,29.97135648453163,0.8902372519175211,0.0019302264554426074
calibration,003,00000080,RGB-HF-b0.60-s0.3,29.32586575816729,0.8798350095748901,0.002375276992097497
calibration,006,00000020,RGB-HF-b0.60-s0.3,30.98688454447466,0.8515739639600118,0.0006832055514678359
calibration,006,00000040,RGB-HF-b0.60-s0.3,29.821898228285136,0.826123833656311,0.0008053726051002741
calibration,006,00000060,RGB-HF-b0.60-s0.3,30.252197449182777,0.8334055542945862,0.0007819106685929
calibration,006,00000080,RGB-HF-b0.60-s0.3,27.39839364749038,0.7544755538304647,0.0013740799622610211
calibration,010,00000020,RGB-HF-b0.60-s0.3,32.08401861909325,0.8895768920580546,0.0007581343525089324
calibration,010,00000040,RGB-HF-b0.60-s0.3,31.3403999941689,0.8724942207336426,0.0007071999134495854
calibration,010,00000060,RGB-HF-b0.60-s0.3,30.917670054686095,0.8668280442555746,0.0006969331880100071
calibration,010,00000080,RGB-HF-b0.60-s0.3,31.282828088017453,0.8776188492774963,0.0007265686872415245
calibration,011,00000020,RGB-HF-b0.60-s0.3,24.56543784559486,0.6900036533673605,0.002015111269429326
calibration,011,00000040,RGB-HF-b0.60-s0.3,23.889616198033146,0.6590902805328369,0.002031805692240596
calibration,011,00000060,RGB-HF-b0.60-s0.3,22.985600785601996,0.6167815526326498,0.001969320001080632
calibration,011,00000080,RGB-HF-b0.60-s0.3,22.739889349176213,0.6183935801188151,0.0017999074188992381
calibration,000,00000020,RGB-HF-b0.60-s0.4,27.34177133968217,0.7371625502904257,0.0013286273460835218
calibration,000,00000040,RGB-HF-b0.60-s0.4,27.0116546646948,0.7756768465042114,0.0014955332735553384
calibration,000,00000060,RGB-HF-b0.60-s0.4,27.38840244910167,0.7835207184155782,0.0018356143264099956
calibration,000,00000080,RGB-HF-b0.60-s0.4,27.133665722594,0.7796286145846049,0.0016804446931928396
calibration,003,00000020,RGB-HF-b0.60-s0.4,31.44721688350543,0.9136850635210673,0.0017240089364349842
calibration,003,00000040,RGB-HF-b0.60-s0.4,30.59290453628712,0.903135359287262,0.0014954271027818322
calibration,003,00000060,RGB-HF-b0.60-s0.4,29.998378684277718,0.8907856543858846,0.0018877957481890917
calibration,003,00000080,RGB-HF-b0.60-s0.4,29.34125377932112,0.8803057273228964,0.0023252717219293118
calibration,006,00000020,RGB-HF-b0.60-s0.4,30.98843223117569,0.8516651590665182,0.0006730204331688583
calibration,006,00000040,RGB-HF-b0.60-s0.4,29.826873648435107,0.8262251814206442,0.0007931883446872234
calibration,006,00000060,RGB-HF-b0.60-s0.4,30.260056376524865,0.833665152390798,0.0007695409585721791
calibration,006,00000080,RGB-HF-b0.60-s0.4,27.40027183375856,0.7542557120323181,0.0013479843037202954
calibration,010,00000020,RGB-HF-b0.60-s0.4,32.083881373396686,0.8897184133529663,0.0007454971200786531
calibration,010,00000040,RGB-HF-b0.60-s0.4,31.338741291442123,0.8726821343104044,0.0006964459898881614
calibration,010,00000060,RGB-HF-b0.60-s0.4,30.920382036904975,0.8671315511067709,0.0006859271670691669
calibration,010,00000080,RGB-HF-b0.60-s0.4,31.28327850350173,0.8778262138366699,0.000714485882781446
calibration,011,00000020,RGB-HF-b0.60-s0.4,24.565103991005557,0.6895314256350199,0.00196800846606493
calibration,011,00000040,RGB-HF-b0.60-s0.4,23.89020904125354,0.658615251382192,0.00198272243142128
calibration,011,00000060,RGB-HF-b0.60-s0.4,22.9876197686161,0.6162057717641195,0.0019251542398706079
calibration,011,00000080,RGB-HF-b0.60-s0.4,22.74172044713554,0.6178437868754069,0.0017618988640606403
calibration,000,00000020,RGB-HF-b0.60-s0.5,27.33845798344959,0.7363425890604655,0.0012017353437840939
calibration,000,00000040,RGB-HF-b0.60-s0.5,27.00638278504984,0.7749997973442078,0.0013464759103953838
calibration,000,00000060,RGB-HF-b0.60-s0.5,27.378551128955255,0.7829084992408752,0.001648648758418858
calibration,000,00000080,RGB-HF-b0.60-s0.5,27.12337305051395,0.7788142164548238,0.001507650362327695
calibration,003,00000020,RGB-HF-b0.60-s0.5,31.42582293152486,0.9137033820152283,0.0015561925247311592
calibration,003,00000040,RGB-HF-b0.60-s0.5,30.567933007805863,0.9030083020528158,0.0013540145009756088
calibration,003,00000060,RGB-HF-b0.60-s0.5,30.02381941534095,0.8911928137143453,0.0017067373264580965
calibration,003,00000080,RGB-HF-b0.60-s0.5,29.344421929488185,0.880467156569163,0.002117980271577835
calibration,006,00000020,RGB-HF-b0.60-s0.5,30.97670805892841,0.8513899644215902,0.0006123572820797563
calibration,006,00000040,RGB-HF-b0.60-s0.5,29.822740254973787,0.8259267608324686,0.0007213348289951682
calibration,006,00000060,RGB-HF-b0.60-s0.5,30.2598250285007,0.833616574605306,0.0006967132794670761
calibration,006,00000080,RGB-HF-b0.60-s0.5,27.390852693871196,0.7532881299654642,0.0012152435956522822
calibration,010,00000020,RGB-HF-b0.60-s0.5,32.067043721608364,0.8895547787348429,0.000674945767968893
calibration,010,00000040,RGB-HF-b0.60-s0.5,31.320574254598878,0.87253737449646,0.000633729447145015
calibration,010,00000060,RGB-HF-b0.60-s0.5,30.911966115204997,0.8672050436337789,0.000624509179033339
calibration,010,00000080,RGB-HF-b0.60-s0.5,31.269262806274906,0.8777303099632263,0.0006488769431598485
calibration,011,00000020,RGB-HF-b0.60-s0.5,24.55576704437956,0.6881858905156454,0.0017743386561051011
calibration,011,00000040,RGB-HF-b0.60-s0.5,23.883268885296932,0.6572789351145426,0.00178924307692796
calibration,011,00000060,RGB-HF-b0.60-s0.5,22.984876529731974,0.6147608558336893,0.0017411409644410014
calibration,011,00000080,RGB-HF-b0.60-s0.5,22.739485752373238,0.6164881785710653,0.0015973239205777645
calibration,000,00000020,RGB-HF-b0.60-s0.8,27.259629441466654,0.7314209143320719,0.000954152550548315
calibration,000,00000040,RGB-HF-b0.60-s0.8,26.91441571385838,0.7699727614720663,0.001066342694684863
calibration,000,00000060,RGB-HF-b0.60-s0.8,27.257482251036546,0.7778118054072062,0.0012916341656818986
calibration,000,00000080,RGB-HF-b0.60-s0.8,27.01131167857905,0.7734072208404541,0.001178943319246173
calibration,003,00000020,RGB-HF-b0.60-s0.8,31.195703092811428,0.9105488657951355,0.0012301275273784995
calibration,003,00000040,RGB-HF-b0.60-s0.8,30.374643558980836,0.8997628490130106,0.0010771449888125062
calibration,003,00000060,RGB-HF-b0.60-s0.8,29.94675419933527,0.8889752825101217,0.0013550403527915478
calibration,003,00000080,RGB-HF-b0.60-s0.8,29.210139331093536,0.8770765066146851,0.0017283125780522823
calibration,006,00000020,RGB-HF-b0.60-s0.8,30.862160438706407,0.8481964667638143,0.0004928845446556807
calibration,006,00000040,RGB-HF-b0.60-s0.8,29.734366996723615,0.8223626812299093,0.0005781220970675349
calibration,006,00000060,RGB-HF-b0.60-s0.8,30.173329165581208,0.8305202921231588,0.0005507775931619108
calibration,006,00000080,RGB-HF-b0.60-s0.8,27.28914419581273,0.7472756505012512,0.0009631216526031494
calibration,010,00000020,RGB-HF-b0.60-s0.8,31.933513595745048,0.8869147102038065,0.0005350554129108787
calibration,010,00000040,RGB-HF-b0.60-s0.8,31.18732834594223,0.8695632219314575,0.0005080566625110805
calibration,010,00000060,RGB-HF-b0.60-s0.8,30.814656126291617,0.864872932434082,0.000497455766890198
calibration,010,00000080,RGB-HF-b0.60-s0.8,31.150164390520608,0.874973475933075,0.0005135008250363171
calibration,011,00000020,RGB-HF-b0.60-s0.8,24.478703393517414,0.6815966765085856,0.0014057179214432836
calibration,011,00000040,RGB-HF-b0.60-s0.8,23.816900105771857,0.6507430672645569,0.0014287799131125212
calibration,011,00000060,RGB-HF-b0.60-s0.8,22.938339944791018,0.6083049972852071,0.0013895747251808643
calibration,011,00000080,RGB-HF-b0.60-s0.8,22.698920490662804,0.6104924082756042,0.0012791018234565854
test,018,00000020,RGB-HF-b0.60-s0.4,23.88998615836916,0.5944520433743795,0.001577788614667952
test,018,00000040,RGB-HF-b0.60-s0.4,24.444203928000896,0.6186147332191467,0.0014275148278102279
test,018,00000060,RGB-HF-b0.60-s0.4,24.86854316401473,0.6432312925656637,0.0014014090411365032
test,018,00000080,RGB-HF-b0.60-s0.4,25.332874711212302,0.6448706984519958,0.001270084991119802
test,020,00000020,RGB-HF-b0.60-s0.4,28.385542198499717,0.8056586782137553,0.0009123591589741409
test,020,00000040,RGB-HF-b0.60-s0.4,26.864006570161646,0.781654159228007,0.0012285432312637568
test,020,00000060,RGB-HF-b0.60-s0.4,27.037843108099857,0.7768165071805319,0.0011002370156347752
test,020,00000080,RGB-HF-b0.60-s0.4,27.194631331088672,0.7832091848055521,0.0010996730998158455
test,026,00000020,RGB-HF-b0.60-s0.4,32.08909771658541,0.8630890846252441,0.0007523061358369887
test,026,00000040,RGB-HF-b0.60-s0.4,33.42796929256862,0.884653906027476,0.0006668409332633018
test,026,00000060,RGB-HF-b0.60-s0.4,32.4960447178161,0.8735540906588236,0.0007137253414839506
test,026,00000080,RGB-HF-b0.60-s0.4,33.61423209771621,0.8926331996917725,0.0006885333568789065
test,028,00000020,RGB-HF-b0.60-s0.4,33.4229167016113,0.9304735461870829,0.0010324629256501794
test,028,00000040,RGB-HF-b0.60-s0.4,32.96335897074329,0.8802650570869446,0.001044112490490079
test,028,00000060,RGB-HF-b0.60-s0.4,33.01768808229991,0.9003507693608602,0.001307451049797237
test,028,00000080,RGB-HF-b0.60-s0.4,34.83023907598616,0.9346067508061727,0.0010821131290867925
test,029,00000020,RGB-HF-b0.60-s0.4,35.300299678066324,0.9392538865407308,0.000725748366676271
test,029,00000040,RGB-HF-b0.60-s0.4,33.655697493735644,0.9318613012631735,0.0008404525578953326
test,029,00000060,RGB-HF-b0.60-s0.4,33.45492851710409,0.9323985377947489,0.0005809968570247293
test,029,00000080,RGB-HF-b0.60-s0.4,35.36490098476858,0.942054291566213,0.0004987141583114862
